"['2/14/06', '0.021427', '0', '0.031836', '0.014383', '0.010012', '0.0023003', '0.0045004', '0.044768', '0.36642', '0.0045367', '0', '0.067684', '0.16805', '0', '0', '0', '0.011227', '0.2313', '0.0069313', '0.014622']"
"['5/30/08', '0.021332', '0', '0.031487', '0.014502', '0.010362', '0.0023276', '0.0044854', '0.044468', '0.36238', '0.0045029', '0', '0.070856', '0.1694', '0', '0', '0', '0.011182', '0.23116', '0.0069298', '0.014623']"
"['6/3/08', '0.021332', '0', '0.031485', '0.014502', '0.010364', '0.0023278', '0.0044853', '0.044467', '0.36236', '0.0045027', '0', '0.070871', '0.1694', '0', '0', '0', '0.011182', '0.23116', '0.0069298', '0.014623']"
"['6/6/08', '0.021331', '0', '0.031484', '0.014503', '0.010365', '0.0023279', '0.0044852', '0.044465', '0.36235', '0.0045026', '0', '0.070883', '0.16941', '0', '0', '0', '0.011181', '0.23116', '0.0069298', '0.014623']"
"['6/7/08', '0.021331', '0', '0.031484', '0.014503', '0.010366', '0.0023279', '0.0044852', '0.044465', '0.36234', '0.0045025', '0', '0.070886', '0.16941', '0', '0', '0', '0.011181', '0.23116', '0.0069298', '0.014623']"
"['6/7/08', '0.021331', '0', '0.031484', '0.014503', '0.010366', '0.0023279', '0.0044852', '0.044465', '0.36234', '0.0045025', '0', '0.070886', '0.16941', '0', '0', '0', '0.011181', '0.23116', '0.0069298', '0.014623']"
"['6/9/08', '0.021331', '0', '0.031483', '0.014503', '0.010366', '0.002328', '0.0044852', '0.044464', '0.36233', '0.0045025', '0', '0.070894', '0.16941', '0', '0', '0', '0.011181', '0.23116', '0.0069298', '0.014623']"
"['6/9/08', '0.021331', '0', '0.031483', '0.014503', '0.010366', '0.002328', '0.0044852', '0.044464', '0.36233', '0.0045025', '0', '0.070894', '0.16941', '0', '0', '0', '0.011181', '0.23116', '0.0069298', '0.014623']"
"['6/10/08', '0.021331', '0', '0.031482', '0.014503', '0.010367', '0.002328', '0.0044852', '0.044464', '0.36233', '0.0045024', '0', '0.070898', '0.16941', '0', '0', '0', '0.011181', '0.23116', '0.0069298', '0.014623']"
"['6/10/08', '0.021331', '0', '0.031482', '0.014503', '0.010367', '0.002328', '0.0044852', '0.044464', '0.36233', '0.0045024', '0', '0.070898', '0.16941', '0', '0', '0', '0.011181', '0.23116', '0.0069298', '0.014623']"
"['6/10/08', '0.021331', '0', '0.031482', '0.014503', '0.010367', '0.002328', '0.0044852', '0.044464', '0.36233', '0.0045024', '0', '0.070898', '0.16941', '0', '0', '0', '0.011181', '0.23116', '0.0069298', '0.014623']"
"['6/10/08', '0.021331', '0', '0.031482', '0.014503', '0.010367', '0.002328', '0.0044852', '0.044464', '0.36233', '0.0045024', '0', '0.070898', '0.16941', '0', '0', '0', '0.011181', '0.23116', '0.0069298', '0.014623']"
"['6/10/08', '0.021331', '0', '0.031482', '0.014503', '0.010367', '0.002328', '0.0044852', '0.044464', '0.36233', '0.0045024', '0', '0.070898', '0.16941', '0', '0', '0', '0.011181', '0.23116', '0.0069298', '0.014623']"
"['6/10/08', '0.021331', '0', '0.031482', '0.014503', '0.010367', '0.002328', '0.0044852', '0.044464', '0.36233', '0.0045024', '0', '0.070898', '0.16941', '0', '0', '0', '0.011181', '0.23116', '0.0069298', '0.014623']"
"['6/10/08', '0.021331', '0', '0.031482', '0.014503', '0.010367', '0.002328', '0.0044852', '0.044464', '0.36233', '0.0045024', '0', '0.070898', '0.16941', '0', '0', '0', '0.011181', '0.23116', '0.0069298', '0.014623']"
"['6/10/08', '0.021331', '0', '0.031482', '0.014503', '0.010367', '0.002328', '0.0044852', '0.044464', '0.36233', '0.0045024', '0', '0.070898', '0.16941', '0', '0', '0', '0.011181', '0.23116', '0.0069298', '0.014623']"
"['6/10/08', '0.021331', '0', '0.031482', '0.014503', '0.010367', '0.002328', '0.0044852', '0.044464', '0.36233', '0.0045024', '0', '0.070898', '0.16941', '0', '0', '0', '0.011181', '0.23116', '0.0069298', '0.014623']"
"['6/10/08', '0.021331', '0', '0.031482', '0.014503', '0.010367', '0.002328', '0.0044852', '0.044464', '0.36233', '0.0045024', '0', '0.070898', '0.16941', '0', '0', '0', '0.011181', '0.23116', '0.0069298', '0.014623']"
"['6/11/08', '0.021331', '0', '0.031482', '0.014503', '0.010367', '0.002328', '0.0044851', '0.044464', '0.36233', '0.0045024', '0', '0.070902', '0.16942', '0', '0', '0', '0.011181', '0.23116', '0.0069298', '0.014623']"
"['6/11/08', '0.021331', '0', '0.031482', '0.014503', '0.010367', '0.002328', '0.0044851', '0.044464', '0.36233', '0.0045024', '0', '0.070902', '0.16942', '0', '0', '0', '0.011181', '0.23116', '0.0069298', '0.014623']"
"['6/11/08', '0.021331', '0', '0.031482', '0.014503', '0.010367', '0.002328', '0.0044851', '0.044464', '0.36233', '0.0045024', '0', '0.070902', '0.16942', '0', '0', '0', '0.011181', '0.23116', '0.0069298', '0.014623']"
"['6/13/08', '0.021331', '0', '0.031481', '0.014504', '0.010368', '0.0023281', '0.0044851', '0.044463', '0.36232', '0.0045023', '0', '0.070909', '0.16942', '0', '0', '0', '0.011181', '0.23116', '0.0069298', '0.014623']"
"['6/15/08', '0.02133', '0', '0.03148', '0.014504', '0.010369', '0.0023282', '0.0044851', '0.044462', '0.36231', '0.0045022', '0', '0.070917', '0.16942', '0', '0', '0', '0.011181', '0.23116', '0.0069298', '0.014623']"
"['6/17/08', '0.02133', '0', '0.031479', '0.014504', '0.01037', '0.0023282', '0.004485', '0.044462', '0.3623', '0.0045021', '0', '0.070924', '0.16943', '0', '0', '0', '0.011181', '0.23116', '0.0069298', '0.014623']"
"['6/20/08', '0.02133', '0', '0.031478', '0.014505', '0.010371', '0.0023283', '0.004485', '0.04446', '0.36228', '0.004502', '0', '0.070936', '0.16943', '0', '0', '0', '0.011181', '0.23116', '0.0069298', '0.014623']"
"['6/21/08', '0.02133', '0', '0.031478', '0.014505', '0.010372', '0.0023284', '0.004485', '0.04446', '0.36228', '0.004502', '0', '0.07094', '0.16943', '0', '0', '0', '0.011181', '0.23116', '0.0069298', '0.014623']"
"['6/21/08', '0.02133', '0', '0.031478', '0.014505', '0.010372', '0.0023284', '0.004485', '0.04446', '0.36228', '0.004502', '0', '0.07094', '0.16943', '0', '0', '0', '0.011181', '0.23116', '0.0069298', '0.014623']"
"['6/21/08', '0.02133', '0', '0.031478', '0.014505', '0.010372', '0.0023284', '0.004485', '0.04446', '0.36228', '0.004502', '0', '0.07094', '0.16943', '0', '0', '0', '0.011181', '0.23116', '0.0069298', '0.014623']"
"['6/21/08', '0.02133', '0', '0.031478', '0.014505', '0.010372', '0.0023284', '0.004485', '0.04446', '0.36228', '0.004502', '0', '0.07094', '0.16943', '0', '0', '0', '0.011181', '0.23116', '0.0069298', '0.014623']"
"['6/21/08', '0.02133', '0', '0.031478', '0.014505', '0.010372', '0.0023284', '0.004485', '0.04446', '0.36228', '0.004502', '0', '0.07094', '0.16943', '0', '0', '0', '0.011181', '0.23116', '0.0069298', '0.014623']"
"['6/21/08', '0.02133', '0', '0.031478', '0.014505', '0.010372', '0.0023284', '0.004485', '0.04446', '0.36228', '0.004502', '0', '0.07094', '0.16943', '0', '0', '0', '0.011181', '0.23116', '0.0069298', '0.014623']"
"['6/21/08', '0.02133', '0', '0.031478', '0.014505', '0.010372', '0.0023284', '0.004485', '0.04446', '0.36228', '0.004502', '0', '0.07094', '0.16943', '0', '0', '0', '0.011181', '0.23116', '0.0069298', '0.014623']"
"['6/21/08', '0.02133', '0', '0.031478', '0.014505', '0.010372', '0.0023284', '0.004485', '0.04446', '0.36228', '0.004502', '0', '0.07094', '0.16943', '0', '0', '0', '0.011181', '0.23116', '0.0069298', '0.014623']"
"['6/21/08', '0.02133', '0', '0.031478', '0.014505', '0.010372', '0.0023284', '0.004485', '0.04446', '0.36228', '0.004502', '0', '0.07094', '0.16943', '0', '0', '0', '0.011181', '0.23116', '0.0069298', '0.014623']"
"['6/21/08', '0.02133', '0', '0.031478', '0.014505', '0.010372', '0.0023284', '0.004485', '0.04446', '0.36228', '0.004502', '0', '0.07094', '0.16943', '0', '0', '0', '0.011181', '0.23116', '0.0069298', '0.014623']"
"['6/21/08', '0.02133', '0', '0.031478', '0.014505', '0.010372', '0.0023284', '0.004485', '0.04446', '0.36228', '0.004502', '0', '0.07094', '0.16943', '0', '0', '0', '0.011181', '0.23116', '0.0069298', '0.014623']"
"['6/21/08', '0.02133', '0', '0.031478', '0.014505', '0.010372', '0.0023284', '0.004485', '0.04446', '0.36228', '0.004502', '0', '0.07094', '0.16943', '0', '0', '0', '0.011181', '0.23116', '0.0069298', '0.014623']"
"['6/25/08', '0.021329', '0', '0.031476', '0.014505', '0.010373', '0.0023285', '0.0044849', '0.044459', '0.36226', '0.0045018', '0', '0.070955', '0.16944', '0', '0', '0', '0.01118', '0.23116', '0.0069298', '0.014623']"
"['6/26/08', '0.021329', '0', '0.031476', '0.014506', '0.010374', '0.0023285', '0.0044849', '0.044458', '0.36225', '0.0045018', '0', '0.070959', '0.16944', '0', '0', '0', '0.01118', '0.23116', '0.0069298', '0.014623']"
"['7/4/08', '0.021328', '0', '0.031472', '0.014507', '0.010377', '0.0023288', '0.0044847', '0.044455', '0.36221', '0.0045014', '0', '0.070989', '0.16945', '0', '0', '0', '0.01118', '0.23116', '0.0069298', '0.014623']"
"['7/5/08', '0.021328', '0', '0.031472', '0.014507', '0.010377', '0.0023288', '0.0044847', '0.044455', '0.36221', '0.0045014', '0', '0.070993', '0.16946', '0', '0', '0', '0.01118', '0.23116', '0.0069298', '0.014623']"
"['7/6/08', '0.021328', '0', '0.031472', '0.014507', '0.010378', '0.0023289', '0.0044847', '0.044455', '0.3622', '0.0045014', '0', '0.070997', '0.16946', '0', '0', '0', '0.01118', '0.23116', '0.0069298', '0.014623']"
"['7/7/08', '0.021328', '0', '0.031471', '0.014507', '0.010378', '0.0023289', '0.0044847', '0.044454', '0.3622', '0.0045013', '0', '0.071', '0.16946', '0', '0', '0', '0.01118', '0.23116', '0.0069298', '0.014623']"
"['7/17/08', '0.021327', '0', '0.031467', '0.014509', '0.010382', '0.0023292', '0.0044845', '0.044451', '0.36215', '0.0045009', '0', '0.071038', '0.16947', '0', '0', '0', '0.011179', '0.23115', '0.0069297', '0.014623']"
"['7/19/08', '0.021327', '0', '0.031466', '0.014509', '0.010383', '0.0023293', '0.0044845', '0.04445', '0.36214', '0.0045008', '0', '0.071046', '0.16948', '0', '0', '0', '0.011179', '0.23115', '0.0069297', '0.014623']"
"['7/19/08', '0.021327', '0', '0.031466', '0.014509', '0.010383', '0.0023293', '0.0044845', '0.04445', '0.36214', '0.0045008', '0', '0.071046', '0.16948', '0', '0', '0', '0.011179', '0.23115', '0.0069297', '0.014623']"
"['7/19/08', '0.021327', '0', '0.031466', '0.014509', '0.010383', '0.0023293', '0.0044845', '0.04445', '0.36214', '0.0045008', '0', '0.071046', '0.16948', '0', '0', '0', '0.011179', '0.23115', '0.0069297', '0.014623']"
"['7/24/08', '0.021326', '0', '0.031464', '0.01451', '0.010385', '0.0023294', '0.0044844', '0.044448', '0.36212', '0.0045006', '0', '0.071065', '0.16949', '0', '0', '0', '0.011179', '0.23115', '0.0069297', '0.014623']"
"['7/24/08', '0.021326', '0', '0.031464', '0.01451', '0.010385', '0.0023294', '0.0044844', '0.044448', '0.36212', '0.0045006', '0', '0.071065', '0.16949', '0', '0', '0', '0.011179', '0.23115', '0.0069297', '0.014623']"
"['7/25/08', '0.021326', '0', '0.031464', '0.01451', '0.010386', '0.0023295', '0.0044843', '0.044448', '0.36211', '0.0045006', '0', '0.071069', '0.16949', '0', '0', '0', '0.011179', '0.23115', '0.0069297', '0.014623']"
"['7/26/08', '0.021326', '0', '0.031463', '0.01451', '0.010386', '0.0023295', '0.0044843', '0.044448', '0.36211', '0.0045006', '0', '0.071072', '0.16949', '0', '0', '0', '0.011179', '0.23115', '0.0069297', '0.014623']"
"['7/30/08', '0.021325', '0', '0.031462', '0.01451', '0.010388', '0.0023296', '0.0044843', '0.044446', '0.36209', '0.0045004', '0', '0.071088', '0.1695', '0', '0', '0', '0.011179', '0.23115', '0.0069297', '0.014623']"
"['7/30/08', '0.021325', '0', '0.031462', '0.01451', '0.010388', '0.0023296', '0.0044843', '0.044446', '0.36209', '0.0045004', '0', '0.071088', '0.1695', '0', '0', '0', '0.011179', '0.23115', '0.0069297', '0.014623']"
"['8/1/08', '0.021325', '0', '0.031461', '0.014511', '0.010389', '0.0023297', '0.0044842', '0.044445', '0.36208', '0.0045003', '0', '0.071095', '0.1695', '0', '0', '0', '0.011178', '0.23115', '0.0069297', '0.014623']"
"['8/3/08', '0.021325', '0', '0.03146', '0.014511', '0.01039', '0.0023298', '0.0044842', '0.044445', '0.36207', '0.0045002', '0', '0.071103', '0.1695', '0', '0', '0', '0.011178', '0.23115', '0.0069297', '0.014623']"
"['8/3/08', '0.021325', '0', '0.03146', '0.014511', '0.01039', '0.0023298', '0.0044842', '0.044445', '0.36207', '0.0045002', '0', '0.071103', '0.1695', '0', '0', '0', '0.011178', '0.23115', '0.0069297', '0.014623']"
"['8/4/08', '0.021325', '0', '0.031459', '0.014511', '0.01039', '0.0023298', '0.0044842', '0.044444', '0.36206', '0.0045002', '0', '0.071107', '0.1695', '0', '0', '0', '0.011178', '0.23115', '0.0069297', '0.014623']"
"['8/6/08', '0.021325', '0', '0.031459', '0.014511', '0.010391', '0.0023299', '0.0044841', '0.044444', '0.36205', '0.0045001', '0', '0.071114', '0.16951', '0', '0', '0', '0.011178', '0.23115', '0.0069297', '0.014623']"
"['8/6/08', '0.021325', '0', '0.031459', '0.014511', '0.010391', '0.0023299', '0.0044841', '0.044444', '0.36205', '0.0045001', '0', '0.071114', '0.16951', '0', '0', '0', '0.011178', '0.23115', '0.0069297', '0.014623']"
"['8/10/08', '0.021324', '0', '0.031457', '0.014512', '0.010392', '0.00233', '0.0044841', '0.044442', '0.36204', '0.0044999', '0', '0.071129', '0.16951', '0', '0', '0', '0.011178', '0.23115', '0.0069297', '0.014623']"
"['8/10/08', '0.021324', '0', '0.031457', '0.014512', '0.010392', '0.00233', '0.0044841', '0.044442', '0.36204', '0.0044999', '0', '0.071129', '0.16951', '0', '0', '0', '0.011178', '0.23115', '0.0069297', '0.014623']"
"['8/10/08', '0.021324', '0', '0.031457', '0.014512', '0.010392', '0.00233', '0.0044841', '0.044442', '0.36204', '0.0044999', '0', '0.071129', '0.16951', '0', '0', '0', '0.011178', '0.23115', '0.0069297', '0.014623']"
"['8/10/08', '0.021324', '0', '0.031457', '0.014512', '0.010392', '0.00233', '0.0044841', '0.044442', '0.36204', '0.0044999', '0', '0.071129', '0.16951', '0', '0', '0', '0.011178', '0.23115', '0.0069297', '0.014623']"
"['8/10/08', '0.021324', '0', '0.031457', '0.014512', '0.010392', '0.00233', '0.0044841', '0.044442', '0.36204', '0.0044999', '0', '0.071129', '0.16951', '0', '0', '0', '0.011178', '0.23115', '0.0069297', '0.014623']"
"['8/10/08', '0.021324', '0', '0.031457', '0.014512', '0.010392', '0.00233', '0.0044841', '0.044442', '0.36204', '0.0044999', '0', '0.071129', '0.16951', '0', '0', '0', '0.011178', '0.23115', '0.0069297', '0.014623']"
"['8/10/08', '0.021324', '0', '0.031457', '0.014512', '0.010392', '0.00233', '0.0044841', '0.044442', '0.36204', '0.0044999', '0', '0.071129', '0.16951', '0', '0', '0', '0.011178', '0.23115', '0.0069297', '0.014623']"
"['8/10/08', '0.021324', '0', '0.031457', '0.014512', '0.010392', '0.00233', '0.0044841', '0.044442', '0.36204', '0.0044999', '0', '0.071129', '0.16951', '0', '0', '0', '0.011178', '0.23115', '0.0069297', '0.014623']"
"['8/12/08', '0.021324', '0', '0.031456', '0.014512', '0.010393', '0.0023301', '0.004484', '0.044441', '0.36203', '0.0044999', '0', '0.071137', '0.16952', '0', '0', '0', '0.011178', '0.23115', '0.0069297', '0.014623']"
"['8/13/08', '0.021324', '0', '0.031456', '0.014512', '0.010394', '0.0023301', '0.004484', '0.044441', '0.36202', '0.0044998', '0', '0.071141', '0.16952', '0', '0', '0', '0.011178', '0.23115', '0.0069297', '0.014623']"
"['8/15/08', '0.021324', '0', '0.031455', '0.014513', '0.010395', '0.0023302', '0.004484', '0.04444', '0.36201', '0.0044997', '0', '0.071148', '0.16952', '0', '0', '0', '0.011178', '0.23115', '0.0069297', '0.014623']"
"['8/19/08', '0.021323', '0', '0.031453', '0.014513', '0.010396', '0.0023303', '0.0044839', '0.044439', '0.36199', '0.0044996', '0', '0.071164', '0.16953', '0', '0', '0', '0.011177', '0.23115', '0.0069297', '0.014623']"
"['8/20/08', '0.021323', '0', '0.031453', '0.014513', '0.010397', '0.0023303', '0.0044839', '0.044439', '0.36199', '0.0044995', '0', '0.071167', '0.16953', '0', '0', '0', '0.011177', '0.23115', '0.0069297', '0.014623']"
"['8/20/08', '0.021323', '0', '0.031453', '0.014513', '0.010397', '0.0023303', '0.0044839', '0.044439', '0.36199', '0.0044995', '0', '0.071167', '0.16953', '0', '0', '0', '0.011177', '0.23115', '0.0069297', '0.014623']"
"['8/20/08', '0.021323', '0', '0.031453', '0.014513', '0.010397', '0.0023303', '0.0044839', '0.044439', '0.36199', '0.0044995', '0', '0.071167', '0.16953', '0', '0', '0', '0.011177', '0.23115', '0.0069297', '0.014623']"
"['8/21/08', '0.021323', '0', '0.031452', '0.014514', '0.010397', '0.0023304', '0.0044839', '0.044438', '0.36198', '0.0044995', '0', '0.071171', '0.16953', '0', '0', '0', '0.011177', '0.23115', '0.0069297', '0.014623']"
"['8/21/08', '0.021323', '0', '0.031452', '0.014514', '0.010397', '0.0023304', '0.0044839', '0.044438', '0.36198', '0.0044995', '0', '0.071171', '0.16953', '0', '0', '0', '0.011177', '0.23115', '0.0069297', '0.014623']"
"['8/23/08', '0.021323', '0', '0.031452', '0.014514', '0.010398', '0.0023304', '0.0044838', '0.044437', '0.36197', '0.0044994', '0', '0.071179', '0.16953', '0', '0', '0', '0.011177', '0.23115', '0.0069297', '0.014623']"
"['8/27/08', '0.021322', '0', '0.03145', '0.014514', '0.0104', '0.0023305', '0.0044837', '0.044436', '0.36195', '0.0044993', '0', '0.071194', '0.16954', '0', '0', '0', '0.011177', '0.23115', '0.0069297', '0.014623']"
"['8/27/08', '0.021322', '0', '0.03145', '0.014514', '0.0104', '0.0023305', '0.0044837', '0.044436', '0.36195', '0.0044993', '0', '0.071194', '0.16954', '0', '0', '0', '0.011177', '0.23115', '0.0069297', '0.014623']"
"['8/27/08', '0.021322', '0', '0.03145', '0.014514', '0.0104', '0.0023305', '0.0044837', '0.044436', '0.36195', '0.0044993', '0', '0.071194', '0.16954', '0', '0', '0', '0.011177', '0.23115', '0.0069297', '0.014623']"
"['8/27/08', '0.021322', '0', '0.03145', '0.014514', '0.0104', '0.0023305', '0.0044837', '0.044436', '0.36195', '0.0044993', '0', '0.071194', '0.16954', '0', '0', '0', '0.011177', '0.23115', '0.0069297', '0.014623']"
"['8/29/08', '0.021322', '0', '0.031449', '0.014515', '0.0104', '0.0023306', '0.0044837', '0.044435', '0.36194', '0.0044992', '0', '0.071201', '0.16954', '0', '0', '0', '0.011177', '0.23115', '0.0069297', '0.014623']"
"['8/29/08', '0.021322', '0', '0.031449', '0.014515', '0.0104', '0.0023306', '0.0044837', '0.044435', '0.36194', '0.0044992', '0', '0.071201', '0.16954', '0', '0', '0', '0.011177', '0.23115', '0.0069297', '0.014623']"
"['8/29/08', '0.021322', '0', '0.031449', '0.014515', '0.0104', '0.0023306', '0.0044837', '0.044435', '0.36194', '0.0044992', '0', '0.071201', '0.16954', '0', '0', '0', '0.011177', '0.23115', '0.0069297', '0.014623']"
"['8/30/08', '0.021322', '0', '0.031449', '0.014515', '0.010401', '0.0023306', '0.0044837', '0.044435', '0.36194', '0.0044991', '0', '0.071205', '0.16955', '0', '0', '0', '0.011177', '0.23115', '0.0069297', '0.014623']"
"['9/1/08', '0.021322', '0', '0.031448', '0.014515', '0.010402', '0.0023307', '0.0044837', '0.044434', '0.36193', '0.0044991', '0', '0.071213', '0.16955', '0', '0', '0', '0.011177', '0.23115', '0.0069297', '0.014623']"
"['9/6/08', '0.021321', '0', '0.031446', '0.014516', '0.010404', '0.0023309', '0.0044836', '0.044432', '0.3619', '0.0044989', '0', '0.071232', '0.16956', '0', '0', '0', '0.011176', '0.23115', '0.0069297', '0.014623']"
"['9/14/08', '0.02132', '0', '0.031442', '0.014517', '0.010407', '0.0023311', '0.0044834', '0.04443', '0.36187', '0.0044985', '0', '0.071262', '0.16957', '0', '0', '0', '0.011176', '0.23114', '0.0069296', '0.014623']"
"['9/17/08', '0.02132', '0', '0.031441', '0.014517', '0.010408', '0.0023312', '0.0044834', '0.044428', '0.36185', '0.0044984', '0', '0.071274', '0.16957', '0', '0', '0', '0.011176', '0.23114', '0.0069296', '0.014623']"
"['9/17/08', '0.02132', '0', '0.031441', '0.014517', '0.010408', '0.0023312', '0.0044834', '0.044428', '0.36185', '0.0044984', '0', '0.071274', '0.16957', '0', '0', '0', '0.011176', '0.23114', '0.0069296', '0.014623']"
"['9/17/08', '0.02132', '0', '0.031441', '0.014517', '0.010408', '0.0023312', '0.0044834', '0.044428', '0.36185', '0.0044984', '0', '0.071274', '0.16957', '0', '0', '0', '0.011176', '0.23114', '0.0069296', '0.014623']"
"['9/18/08', '0.02132', '0', '0.031441', '0.014518', '0.010409', '0.0023313', '0.0044834', '0.044428', '0.36185', '0.0044984', '0', '0.071277', '0.16958', '0', '0', '0', '0.011176', '0.23114', '0.0069296', '0.014623']"
"['9/20/08', '0.021319', '0', '0.03144', '0.014518', '0.01041', '0.0023313', '0.0044833', '0.044427', '0.36184', '0.0044983', '0', '0.071285', '0.16958', '0', '0', '0', '0.011176', '0.23114', '0.0069296', '0.014623']"
"['9/28/08', '0.021319', '0', '0.031437', '0.014519', '0.010413', '0.0023316', '0.0044832', '0.044425', '0.3618', '0.004498', '0', '0.071315', '0.16959', '0', '0', '0', '0.011175', '0.23114', '0.0069296', '0.014623']"
"['9/28/08', '0.021319', '0', '0.031437', '0.014519', '0.010413', '0.0023316', '0.0044832', '0.044425', '0.3618', '0.004498', '0', '0.071315', '0.16959', '0', '0', '0', '0.011175', '0.23114', '0.0069296', '0.014623']"
"['10/7/08', '0.021317', '0', '0.031433', '0.01452', '0.010417', '0.0023319', '0.004483', '0.044421', '0.36175', '0.0044976', '0', '0.071349', '0.16961', '0', '0', '0', '0.011175', '0.23114', '0.0069296', '0.014623']"
"['10/9/08', '0.021317', '0', '0.031432', '0.01452', '0.010418', '0.002332', '0.004483', '0.044421', '0.36175', '0.0044975', '0', '0.071357', '0.16961', '0', '0', '0', '0.011175', '0.23114', '0.0069296', '0.014623']"
"['10/9/08', '0.021317', '0', '0.031432', '0.01452', '0.010418', '0.002332', '0.004483', '0.044421', '0.36175', '0.0044975', '0', '0.071357', '0.16961', '0', '0', '0', '0.011175', '0.23114', '0.0069296', '0.014623']"
"['10/11/08', '0.021317', '0', '0.031431', '0.014521', '0.010418', '0.002332', '0.0044829', '0.04442', '0.36174', '0.0044974', '0', '0.071365', '0.16961', '0', '0', '0', '0.011175', '0.23114', '0.0069296', '0.014623']"
"['10/13/08', '0.021317', '0', '0.03143', '0.014521', '0.010419', '0.0023321', '0.0044829', '0.044419', '0.36173', '0.0044974', '0', '0.071372', '0.16962', '0', '0', '0', '0.011174', '0.23114', '0.0069296', '0.014623']"
"['10/13/08', '0.021317', '0', '0.03143', '0.014521', '0.010419', '0.0023321', '0.0044829', '0.044419', '0.36173', '0.0044974', '0', '0.071372', '0.16962', '0', '0', '0', '0.011174', '0.23114', '0.0069296', '0.014623']"
"['10/22/08', '0.021316', '0', '0.031427', '0.014522', '0.010423', '0.0023324', '0.0044827', '0.044416', '0.36168', '0.004497', '0', '0.071406', '0.16963', '0', '0', '0', '0.011174', '0.23114', '0.0069296', '0.014623']"
"['10/23/08', '0.021316', '0', '0.031426', '0.014522', '0.010423', '0.0023324', '0.0044827', '0.044416', '0.36168', '0.0044969', '0', '0.07141', '0.16963', '0', '0', '0', '0.011174', '0.23114', '0.0069296', '0.014623']"
"['10/23/08', '0.021316', '0', '0.031426', '0.014522', '0.010423', '0.0023324', '0.0044827', '0.044416', '0.36168', '0.0044969', '0', '0.07141', '0.16963', '0', '0', '0', '0.011174', '0.23114', '0.0069296', '0.014623']"
"['11/11/08', '0.021314', '0', '0.031418', '0.014525', '0.010431', '0.002333', '0.0044824', '0.044409', '0.36159', '0.0044962', '0', '0.071482', '0.16966', '0', '0', '0', '0.011173', '0.23113', '0.0069295', '0.014623']"
"['12/13/08', '0.02131', '0', '0.031405', '0.01453', '0.010445', '0.0023341', '0.0044818', '0.044397', '0.36143', '0.0044949', '0', '0.071604', '0.16971', '0', '0', '0', '0.011171', '0.23113', '0.0069295', '0.014623']"
"['1/9/09', '0.021307', '0', '0.031394', '0.014534', '0.010456', '0.002335', '0.0044813', '0.044388', '0.3613', '0.0044938', '0', '0.071706', '0.16976', '0', '0', '0', '0.01117', '0.23113', '0.0069294', '0.014623']"
"['2/8/09', '0.021303', '0', '0.031381', '0.014538', '0.010469', '0.0023359', '0.0044808', '0.044377', '0.36116', '0.0044926', '0', '0.07182', '0.16981', '0', '0', '0', '0.011168', '0.23112', '0.0069294', '0.014623']"
"['3/18/09', '0.021299', '0', '0.031365', '0.014543', '0.010485', '0.0023372', '0.0044801', '0.044363', '0.36097', '0.004491', '0', '0.071964', '0.16987', '0', '0', '0', '0.011166', '0.23111', '0.0069293', '0.014624']"
"['3/24/09', '0.021298', '0', '0.031363', '0.014544', '0.010487', '0.0023374', '0.00448', '0.044361', '0.36094', '0.0044908', '0', '0.071987', '0.16988', '0', '0', '0', '0.011166', '0.23111', '0.0069293', '0.014624']"
"['3/29/09', '0.021298', '0', '0.031361', '0.014545', '0.010489', '0.0023375', '0.0044799', '0.044359', '0.36092', '0.0044906', '0', '0.072006', '0.16988', '0', '0', '0', '0.011165', '0.23111', '0.0069293', '0.014624']"
"['4/4/09', '0.021297', '0', '0.031358', '0.014546', '0.010492', '0.0023377', '0.0044798', '0.044357', '0.36089', '0.0044903', '0', '0.072029', '0.16989', '0', '0', '0', '0.011165', '0.23111', '0.0069293', '0.014624']"
"['4/4/09', '0.021297', '0', '0.031358', '0.014546', '0.010492', '0.0023377', '0.0044798', '0.044357', '0.36089', '0.0044903', '0', '0.072029', '0.16989', '0', '0', '0', '0.011165', '0.23111', '0.0069293', '0.014624']"
"['4/4/09', '0.021297', '0', '0.031358', '0.014546', '0.010492', '0.0023377', '0.0044798', '0.044357', '0.36089', '0.0044903', '0', '0.072029', '0.16989', '0', '0', '0', '0.011165', '0.23111', '0.0069293', '0.014624']"
"['4/4/09', '0.021297', '0', '0.031358', '0.014546', '0.010492', '0.0023377', '0.0044798', '0.044357', '0.36089', '0.0044903', '0', '0.072029', '0.16989', '0', '0', '0', '0.011165', '0.23111', '0.0069293', '0.014624']"
"['4/4/09', '0.021297', '0', '0.031358', '0.014546', '0.010492', '0.0023377', '0.0044798', '0.044357', '0.36089', '0.0044903', '0', '0.072029', '0.16989', '0', '0', '0', '0.011165', '0.23111', '0.0069293', '0.014624']"
"['4/5/09', '0.021297', '0', '0.031358', '0.014546', '0.010492', '0.0023378', '0.0044798', '0.044357', '0.36088', '0.0044903', '0', '0.072033', '0.1699', '0', '0', '0', '0.011165', '0.23111', '0.0069293', '0.014624']"
"['4/7/09', '0.021297', '0', '0.031357', '0.014546', '0.010493', '0.0023378', '0.0044797', '0.044356', '0.36087', '0.0044902', '0', '0.07204', '0.1699', '0', '0', '0', '0.011165', '0.23111', '0.0069293', '0.014624']"
